Current Player,Current Panel,Current Task,Current Left Controller State,Current Right Controller State,Current Time,Current Value,Current Input
3,0,1,not tracked,is tracked,42.55262,0,Right Trigger
3,0,1,not tracked,is tracked,42.55766,0,Right Trigger
3,0,1,not tracked,is tracked,42.56276,0,Right Trigger
3,0,1,not tracked,is tracked,42.56835,0,Right Trigger
3,0,1,not tracked,is tracked,42.5735,0,Right Trigger
3,0,1,not tracked,is tracked,42.57851,0,Right Trigger
3,0,1,not tracked,is tracked,42.58332,0,Right Trigger
3,0,1,not tracked,is tracked,42.58913,0,Right Trigger
3,0,1,not tracked,is tracked,42.59521,0,Right Trigger
3,0,1,not tracked,is tracked,42.60013,0,Right Trigger
3,0,1,not tracked,is tracked,42.60532,0,Right Trigger
3,0,1,not tracked,is tracked,42.61073,0,Right Trigger
3,0,1,not tracked,is tracked,42.61561,0,Right Trigger
3,0,1,not tracked,is tracked,42.62045,0,Right Trigger
3,0,1,not tracked,is tracked,42.6259,0,Right Trigger
3,0,1,not tracked,is tracked,42.63145,0,Right Trigger
3,0,1,not tracked,is tracked,42.63648,0,Right Trigger
3,0,1,not tracked,is tracked,42.64191,0,Right Trigger
3,0,1,not tracked,is tracked,42.64731,0,Right Trigger
3,0,1,not tracked,is tracked,42.6523,0,Right Trigger
3,0,1,not tracked,is tracked,42.65734,0,Right Trigger
3,0,1,not tracked,is tracked,42.66241,0,Right Trigger
3,0,1,not tracked,is tracked,42.66801,0,Right Trigger
3,0,1,not tracked,is tracked,42.67355,0,Right Trigger
3,0,1,not tracked,is tracked,42.67908,0,Right Trigger
3,0,1,not tracked,is tracked,42.68422,0,Right Trigger
3,0,1,not tracked,is tracked,42.68984,0,Right Trigger
3,0,1,not tracked,is tracked,42.69465,0,Right Trigger
3,0,1,not tracked,is tracked,42.6997,0,Right Trigger
3,0,1,not tracked,is tracked,42.70481,0,Right Trigger
3,0,1,not tracked,is tracked,42.71006,0,Right Trigger
3,0,1,not tracked,is tracked,42.71487,0,Right Trigger
3,0,1,not tracked,is tracked,42.72,0,Right Trigger
3,0,1,not tracked,is tracked,42.72513,0,Right Trigger
3,0,1,not tracked,is tracked,42.73071,0,Right Trigger
3,0,1,not tracked,is tracked,42.73598,0,Right Trigger
3,0,1,not tracked,is tracked,42.74117,0,Right Trigger
3,0,1,not tracked,is tracked,42.74694,0,Right Trigger
3,0,1,not tracked,is tracked,42.7527,0,Right Trigger
3,0,1,not tracked,is tracked,42.75792,0,Right Trigger
3,0,1,not tracked,is tracked,42.76299,0,Right Trigger
3,0,1,not tracked,is tracked,42.76854,0,Right Trigger
3,0,1,not tracked,is tracked,42.77357,0,Right Trigger
3,0,1,not tracked,is tracked,42.77843,0,Right Trigger
3,0,1,not tracked,is tracked,42.78325,0,Right Trigger
3,0,1,not tracked,is tracked,42.78875,0,Right Trigger
3,0,1,not tracked,is tracked,42.79404,0,Right Trigger
3,0,1,not tracked,is tracked,42.79903,0,Right Trigger
3,0,1,not tracked,is tracked,42.80436,0,Right Trigger
3,0,1,not tracked,is tracked,42.8099,0,Right Trigger
3,0,1,not tracked,is tracked,42.81477,0,Right Trigger
3,0,1,not tracked,is tracked,42.81962,0,Right Trigger
3,0,1,not tracked,is tracked,42.82503,0,Right Trigger
3,0,1,not tracked,is tracked,42.83047,0,Right Trigger
3,0,1,not tracked,is tracked,42.83558,0,Right Trigger
3,0,1,not tracked,is tracked,42.84086,0,Right Trigger
3,0,1,not tracked,is tracked,42.84607,0,Right Trigger
3,0,1,not tracked,is tracked,42.85128,0,Right Trigger
3,0,1,not tracked,is tracked,42.8563,0,Right Trigger
3,0,1,not tracked,is tracked,42.86155,0,Right Trigger
3,0,1,not tracked,is tracked,42.86659,0,Right Trigger
3,0,1,not tracked,is tracked,42.87239,0,Right Trigger
3,0,1,not tracked,is tracked,42.87787,0,Right Trigger
3,0,1,not tracked,is tracked,42.88297,0,Right Trigger
3,0,1,not tracked,is tracked,42.88848,0,Right Trigger
3,0,1,not tracked,is tracked,42.89372,0,Right Trigger
3,0,1,not tracked,is tracked,42.89943,0,Right Trigger
3,0,1,not tracked,is tracked,42.90454,0,Right Trigger
3,0,1,not tracked,is tracked,42.91051,0,Right Trigger
3,0,1,not tracked,is tracked,42.91554,0,Right Trigger
3,0,1,not tracked,is tracked,42.92065,0,Right Trigger
3,0,1,not tracked,is tracked,42.92573,0,Right Trigger
3,0,1,not tracked,is tracked,42.93146,0,Right Trigger
3,0,1,not tracked,is tracked,42.93647,0,Right Trigger
3,0,1,not tracked,is tracked,42.94159,0,Right Trigger
3,0,1,not tracked,is tracked,42.9469,0,Right Trigger
3,0,1,not tracked,is tracked,42.95284,0,Right Trigger
3,0,1,not tracked,is tracked,42.9585,0,Right Trigger
3,0,1,not tracked,is tracked,42.96375,0,Right Trigger
3,0,1,not tracked,is tracked,42.96926,0,Right Trigger
3,0,1,not tracked,is tracked,42.97419,0,Right Trigger
3,0,1,not tracked,is tracked,42.97916,0,Right Trigger
3,0,1,not tracked,is tracked,42.98441,0,Right Trigger
3,0,1,not tracked,is tracked,42.98986,0,Right Trigger
3,0,1,not tracked,is tracked,42.99485,0,Right Trigger
3,0,1,not tracked,is tracked,42.99986,0,Right Trigger
3,0,1,not tracked,is tracked,43.00521,0,Right Trigger
3,0,1,not tracked,is tracked,43.01054,0,Right Trigger
3,0,1,not tracked,is tracked,43.01537,0,Right Trigger
3,0,1,not tracked,is tracked,43.02024,0,Right Trigger
3,0,1,not tracked,is tracked,43.02568,0,Right Trigger
3,0,1,not tracked,is tracked,43.0313,0,Right Trigger
3,0,1,not tracked,is tracked,43.03629,0,Right Trigger
3,0,1,not tracked,is tracked,43.04147,0,Right Trigger
3,0,1,not tracked,is tracked,43.04684,0,Right Trigger
3,0,1,not tracked,is tracked,43.05338,0,Right Trigger
3,0,1,not tracked,is tracked,43.05855,0,Right Trigger
3,0,1,not tracked,is tracked,43.06363,0,Right Trigger
3,0,1,not tracked,is tracked,43.06917,0,Right Trigger
3,0,1,not tracked,is tracked,43.07411,0,Right Trigger
3,0,1,not tracked,is tracked,43.0792,0,Right Trigger
3,0,1,not tracked,is tracked,43.08461,0,Right Trigger
3,0,1,not tracked,is tracked,43.09018,0,Right Trigger
3,0,1,not tracked,is tracked,43.09539,0,Right Trigger
3,0,1,not tracked,is tracked,43.10047,0,Right Trigger
3,0,1,not tracked,is tracked,43.10555,0,Right Trigger
3,0,1,not tracked,is tracked,43.11071,0,Right Trigger
3,0,1,not tracked,is tracked,43.11587,0,Right Trigger
3,0,1,not tracked,is tracked,43.12083,0,Right Trigger
3,0,1,not tracked,is tracked,43.12581,0,Right Trigger
3,0,1,not tracked,is tracked,43.13129,0,Right Trigger
3,0,1,not tracked,is tracked,43.13637,0,Right Trigger
3,0,1,not tracked,is tracked,43.14129,0,Right Trigger
3,0,1,not tracked,is tracked,43.14618,0,Right Trigger
3,0,1,not tracked,is tracked,43.15195,0,Right Trigger
3,0,1,not tracked,is tracked,43.15717,0,Right Trigger
3,0,1,not tracked,is tracked,43.16211,0,Right Trigger
3,0,1,not tracked,is tracked,43.16726,0,Right Trigger
3,0,1,not tracked,is tracked,43.17276,0,Right Trigger
3,0,1,not tracked,is tracked,43.17782,0,Right Trigger
3,0,1,not tracked,is tracked,43.18263,0,Right Trigger
3,0,1,not tracked,is tracked,43.18815,0,Right Trigger
3,0,1,not tracked,is tracked,43.19328,0,Right Trigger
3,0,1,not tracked,is tracked,43.19824,0,Right Trigger
3,0,1,not tracked,is tracked,43.20357,0,Right Trigger
3,0,1,not tracked,is tracked,43.20912,0,Right Trigger
3,0,1,not tracked,is tracked,43.21398,0,Right Trigger
3,0,1,not tracked,is tracked,43.21901,0,Right Trigger
3,0,1,not tracked,is tracked,43.22403,0,Right Trigger
3,0,1,not tracked,is tracked,43.2299,0,Right Trigger
3,0,1,not tracked,is tracked,43.23591,0,Right Trigger
3,0,1,not tracked,is tracked,43.24151,0,Right Trigger
3,0,1,not tracked,is tracked,43.24759,0,Right Trigger
3,0,1,not tracked,is tracked,43.25382,0,Right Trigger
3,0,1,not tracked,is tracked,43.2589,0,Right Trigger
3,0,1,not tracked,is tracked,43.26399,0,Right Trigger
3,0,1,not tracked,is tracked,43.27021,0,Right Trigger
3,0,1,not tracked,is tracked,43.27513,0,Right Trigger
3,0,1,not tracked,is tracked,43.28027,0,Right Trigger
3,0,1,not tracked,is tracked,43.28544,0,Right Trigger
3,0,1,not tracked,is tracked,43.29118,0,Right Trigger
3,0,1,not tracked,is tracked,43.29639,0,Right Trigger
3,0,1,not tracked,is tracked,43.30164,0,Right Trigger
3,0,1,not tracked,is tracked,43.3065,0,Right Trigger
3,0,1,not tracked,is tracked,43.31166,0,Right Trigger
3,0,1,not tracked,is tracked,43.32069,0,Right Trigger
3,0,1,not tracked,is tracked,43.32601,0,Right Trigger
3,0,1,not tracked,is tracked,43.33124,0,Right Trigger
3,0,1,not tracked,is tracked,43.33633,0,Right Trigger
3,0,1,not tracked,is tracked,43.34132,0,Right Trigger
3,0,1,not tracked,is tracked,43.34618,0,Right Trigger
3,0,1,not tracked,is tracked,43.35139,0,Right Trigger
3,0,1,not tracked,is tracked,43.35724,0,Right Trigger
3,0,1,not tracked,is tracked,43.36226,0,Right Trigger
3,0,1,not tracked,is tracked,43.36758,0,Right Trigger
3,0,1,not tracked,is tracked,43.37276,0,Right Trigger
3,0,1,not tracked,is tracked,43.3779,0,Right Trigger
3,0,1,not tracked,is tracked,43.3829,0,Right Trigger
3,0,1,not tracked,is tracked,43.3885,0,Right Trigger
3,0,1,not tracked,is tracked,43.39385,0,Right Trigger
3,0,1,not tracked,is tracked,43.39869,0,Right Trigger
3,0,1,not tracked,is tracked,43.40354,0,Right Trigger
3,0,1,not tracked,is tracked,43.40946,0,Right Trigger
3,0,1,not tracked,is tracked,43.41442,0,Right Trigger
3,0,1,not tracked,is tracked,43.41936,0,Right Trigger
3,0,1,not tracked,is tracked,43.42427,0,Right Trigger
3,0,1,not tracked,is tracked,43.42966,0,Right Trigger
3,0,1,not tracked,is tracked,43.43468,0,Right Trigger
3,0,1,not tracked,is tracked,43.43974,0,Right Trigger
3,0,1,not tracked,is tracked,43.44497,0,Right Trigger
3,0,1,not tracked,is tracked,43.45041,0,Right Trigger
3,0,1,not tracked,is tracked,43.45548,0,Right Trigger
3,0,1,not tracked,is tracked,43.4604,0,Right Trigger
3,0,1,not tracked,is tracked,43.46552,0,Right Trigger
3,0,1,not tracked,is tracked,43.47113,0,Right Trigger
3,0,1,not tracked,is tracked,43.47606,0,Right Trigger
3,0,1,not tracked,is tracked,43.48147,0,Right Trigger
3,0,1,not tracked,is tracked,43.48663,0,Right Trigger
3,0,1,not tracked,is tracked,43.4921,0,Right Trigger
3,0,1,not tracked,is tracked,43.49738,0,Right Trigger
3,0,1,not tracked,is tracked,43.5029,0,Right Trigger
3,0,1,not tracked,is tracked,43.509,0,Right Trigger
3,0,1,not tracked,is tracked,43.51433,0,Right Trigger
3,0,1,not tracked,is tracked,43.51938,0,Right Trigger
3,0,1,not tracked,is tracked,43.5252,0,Right Trigger
3,0,1,not tracked,is tracked,43.53075,0,Right Trigger
3,0,1,not tracked,is tracked,43.53564,0,Right Trigger
3,0,1,not tracked,is tracked,43.54053,0,Right Trigger
3,0,1,not tracked,is tracked,43.54562,0,Right Trigger
3,0,1,not tracked,is tracked,43.55108,0,Right Trigger
3,0,1,not tracked,is tracked,43.55608,0,Right Trigger
3,0,1,not tracked,is tracked,43.56107,0,Right Trigger
3,0,1,not tracked,is tracked,43.56588,0,Right Trigger
3,0,1,not tracked,is tracked,43.57159,0,Right Trigger
3,0,1,not tracked,is tracked,43.57664,0,Right Trigger
3,0,1,not tracked,is tracked,43.58141,0,Right Trigger
3,0,1,not tracked,is tracked,43.58626,0,Right Trigger
3,0,1,not tracked,is tracked,43.59177,0,Right Trigger
3,0,1,not tracked,is tracked,43.597,0,Right Trigger
3,0,1,not tracked,is tracked,43.60183,0,Right Trigger
3,0,1,not tracked,is tracked,43.60748,0,Right Trigger
3,0,1,not tracked,is tracked,43.61245,0,Right Trigger
3,0,1,not tracked,is tracked,43.61747,0,Right Trigger
3,0,1,not tracked,is tracked,43.62248,0,Right Trigger
3,0,1,not tracked,is tracked,43.62824,0,Right Trigger
3,0,1,not tracked,is tracked,43.63322,0,Right Trigger
3,0,1,not tracked,is tracked,43.63804,0,Right Trigger
3,0,1,not tracked,is tracked,43.64296,0,Right Trigger
3,0,1,not tracked,is tracked,43.6483,0,Right Trigger
3,0,1,not tracked,is tracked,43.65332,0,Right Trigger
3,0,1,not tracked,is tracked,43.65893,0,Right Trigger
3,0,1,not tracked,is tracked,43.66369,0,Right Trigger
3,0,1,not tracked,is tracked,43.66927,0,Right Trigger
3,0,1,not tracked,is tracked,43.6748,0,Right Trigger
3,0,1,not tracked,is tracked,43.68008,0,Right Trigger
3,0,1,not tracked,is tracked,43.68523,0,Right Trigger
3,0,1,not tracked,is tracked,43.69162,0,Right Trigger
3,0,1,not tracked,is tracked,43.6965,0,Right Trigger
3,0,1,not tracked,is tracked,43.70182,0,Right Trigger
3,0,1,not tracked,is tracked,43.70783,0,Right Trigger
3,0,1,not tracked,is tracked,43.71279,0,Right Trigger
3,0,1,not tracked,is tracked,43.71795,0,Right Trigger
3,0,1,not tracked,is tracked,43.72403,0,Right Trigger
3,0,1,not tracked,is tracked,43.73026,0,Right Trigger
3,0,1,not tracked,is tracked,43.73535,0,Right Trigger
3,0,1,not tracked,is tracked,43.74109,0,Right Trigger
3,0,1,not tracked,is tracked,43.74628,0,Right Trigger
3,0,1,not tracked,is tracked,43.75216,0,Right Trigger
3,0,1,not tracked,is tracked,43.75742,0,Right Trigger
3,0,1,not tracked,is tracked,43.76249,0,Right Trigger
3,0,1,not tracked,is tracked,43.76767,0,Right Trigger
3,0,1,not tracked,is tracked,43.7725,0,Right Trigger
3,0,1,not tracked,is tracked,43.77767,0,Right Trigger
3,0,1,not tracked,is tracked,43.78272,0,Right Trigger
3,0,1,not tracked,is tracked,43.78804,0,Right Trigger
3,0,1,not tracked,is tracked,43.79336,0,Right Trigger
3,0,1,not tracked,is tracked,43.79846,0,Right Trigger
3,0,1,not tracked,is tracked,43.80356,0,Right Trigger
3,0,1,not tracked,is tracked,43.81009,0,Right Trigger
3,0,1,not tracked,is tracked,43.81504,0,Right Trigger
3,0,1,not tracked,is tracked,43.81994,0,Right Trigger
3,0,1,not tracked,is tracked,43.82532,0,Right Trigger
3,0,1,not tracked,is tracked,43.83073,0,Right Trigger
3,0,1,not tracked,is tracked,43.83573,0,Right Trigger
3,0,1,not tracked,is tracked,43.84063,0,Right Trigger
3,0,1,not tracked,is tracked,43.84579,0,Right Trigger
3,0,1,not tracked,is tracked,43.85112,0,Right Trigger
3,0,1,not tracked,is tracked,43.85616,0,Right Trigger
3,0,1,not tracked,is tracked,43.86134,0,Right Trigger
3,0,1,not tracked,is tracked,43.8662,0,Right Trigger
3,0,1,not tracked,is tracked,43.8716,0,Right Trigger
3,0,1,not tracked,is tracked,43.8772,0,Right Trigger
3,0,1,not tracked,is tracked,43.88223,0,Right Trigger
3,0,1,not tracked,is tracked,43.8876,0,Right Trigger
3,0,1,not tracked,is tracked,43.89281,0,Right Trigger
3,0,1,not tracked,is tracked,43.89779,0,Right Trigger
3,0,1,not tracked,is tracked,43.9026,0,Right Trigger
3,0,1,not tracked,is tracked,43.90796,0,Right Trigger
3,0,1,not tracked,is tracked,43.91316,0,Right Trigger
3,0,1,not tracked,is tracked,43.91821,0,Right Trigger
3,0,1,not tracked,is tracked,43.92307,0,Right Trigger
3,0,1,not tracked,is tracked,43.92841,0,Right Trigger
3,0,1,not tracked,is tracked,43.93348,0,Right Trigger
3,0,1,not tracked,is tracked,43.93843,0,Right Trigger
3,0,1,not tracked,is tracked,43.94349,0,Right Trigger
3,0,1,not tracked,is tracked,43.94905,0,Right Trigger
3,0,1,not tracked,is tracked,43.95408,0,Right Trigger
3,0,1,not tracked,is tracked,43.96014,0,Right Trigger
3,0,1,not tracked,is tracked,43.9653,0,Right Trigger
3,0,1,not tracked,is tracked,43.97082,0,Right Trigger
3,0,1,not tracked,is tracked,43.9762,0,Right Trigger
3,0,1,not tracked,is tracked,43.9815,0,Right Trigger
3,0,1,not tracked,is tracked,43.98659,0,Right Trigger
3,0,1,not tracked,is tracked,43.99231,0,Right Trigger
3,0,1,not tracked,is tracked,43.99739,0,Right Trigger
3,0,1,not tracked,is tracked,44.00237,0,Right Trigger
3,0,1,not tracked,is tracked,44.00787,0,Right Trigger
3,0,1,not tracked,is tracked,44.01305,0,Right Trigger
3,0,1,not tracked,is tracked,44.01805,0,Right Trigger
3,0,1,not tracked,is tracked,44.02297,0,Right Trigger
3,0,1,not tracked,is tracked,44.02868,0,Right Trigger
3,0,1,not tracked,is tracked,44.03382,0,Right Trigger
3,0,1,not tracked,is tracked,44.03896,0,Right Trigger
3,0,1,not tracked,is tracked,44.04395,0,Right Trigger
3,0,1,not tracked,is tracked,44.04979,0,Right Trigger
3,0,1,not tracked,is tracked,44.05495,0,Right Trigger
3,0,1,not tracked,is tracked,44.05991,0,Right Trigger
3,0,1,not tracked,is tracked,44.06513,0,Right Trigger
3,0,1,not tracked,is tracked,44.07068,0,Right Trigger
3,0,1,not tracked,is tracked,44.07568,0,Right Trigger
3,0,1,not tracked,is tracked,44.08075,0,Right Trigger
3,0,1,not tracked,is tracked,44.08595,0,Right Trigger
3,0,1,not tracked,is tracked,44.09137,0,Right Trigger
3,0,1,not tracked,is tracked,44.09621,0,Right Trigger
3,0,1,not tracked,is tracked,44.1013,0,Right Trigger
3,0,1,not tracked,is tracked,44.10642,0,Right Trigger
3,0,1,not tracked,is tracked,44.11256,0,Right Trigger
3,0,1,not tracked,is tracked,44.11787,0,Right Trigger
3,0,1,not tracked,is tracked,44.12301,0,Right Trigger
3,0,1,not tracked,is tracked,44.12857,0,Right Trigger
3,0,1,not tracked,is tracked,44.13369,0,Right Trigger
3,0,1,not tracked,is tracked,44.13868,0,Right Trigger
3,0,1,not tracked,is tracked,44.14357,0,Right Trigger
3,0,1,not tracked,is tracked,44.149,0,Right Trigger
3,0,1,not tracked,is tracked,44.15414,0,Right Trigger
3,0,1,not tracked,is tracked,44.15943,0,Right Trigger
3,0,1,not tracked,is tracked,44.16423,0,Right Trigger
3,0,1,not tracked,is tracked,44.16962,0,Right Trigger
3,0,1,not tracked,is tracked,44.17506,0,Right Trigger
3,0,1,not tracked,is tracked,44.18007,0,Right Trigger
3,0,1,not tracked,is tracked,44.18499,0,Right Trigger
3,0,1,not tracked,is tracked,44.19023,0,Right Trigger
3,0,1,not tracked,is tracked,44.19567,0,Right Trigger
3,0,1,not tracked,is tracked,44.2008,0,Right Trigger
3,0,1,not tracked,is tracked,44.2057,0,Right Trigger
3,0,1,not tracked,is tracked,44.21122,0,Right Trigger
3,0,1,not tracked,is tracked,44.21621,0,Right Trigger
3,0,1,not tracked,is tracked,44.22132,0,Right Trigger
3,0,1,not tracked,is tracked,44.22613,0,Right Trigger
3,0,1,not tracked,is tracked,44.23173,0,Right Trigger
3,0,1,not tracked,is tracked,44.23678,0,Right Trigger
3,0,1,not tracked,is tracked,44.24185,0,Right Trigger
3,0,1,not tracked,is tracked,44.24745,0,Right Trigger
3,0,1,not tracked,is tracked,44.25265,0,Right Trigger
3,0,1,not tracked,is tracked,44.25759,0,Right Trigger
3,0,1,not tracked,is tracked,44.26355,0,Right Trigger
3,0,1,not tracked,is tracked,44.26932,0,Right Trigger
3,0,1,not tracked,is tracked,44.27441,0,Right Trigger
3,0,1,not tracked,is tracked,44.27971,0,Right Trigger
3,0,1,not tracked,is tracked,44.28478,0,Right Trigger
3,0,1,not tracked,is tracked,44.28991,0,Right Trigger
3,0,1,not tracked,is tracked,44.29541,0,Right Trigger
3,0,1,not tracked,is tracked,44.30065,0,Right Trigger
3,0,1,not tracked,is tracked,44.3057,0,Right Trigger
3,0,1,not tracked,is tracked,44.31146,0,Right Trigger
3,0,1,not tracked,is tracked,44.31672,0,Right Trigger
3,0,1,not tracked,is tracked,44.32157,0,Right Trigger
3,0,1,not tracked,is tracked,44.32647,0,Right Trigger
3,0,1,not tracked,is tracked,44.33194,0,Right Trigger
3,0,1,not tracked,is tracked,44.33691,0,Right Trigger
3,0,1,not tracked,is tracked,44.34195,0,Right Trigger
3,0,1,not tracked,is tracked,44.34765,0,Right Trigger
3,0,1,not tracked,is tracked,44.35272,0,Right Trigger
3,0,1,not tracked,is tracked,44.35772,0,Right Trigger
3,0,1,not tracked,is tracked,44.36267,0,Right Trigger
3,0,1,not tracked,is tracked,44.36827,0,Right Trigger
3,0,1,not tracked,is tracked,44.37347,0,Right Trigger
3,0,1,not tracked,is tracked,44.37888,0,Right Trigger
3,0,1,not tracked,is tracked,44.38398,0,Right Trigger
3,0,1,not tracked,is tracked,44.39019,0,Right Trigger
3,0,1,not tracked,is tracked,44.39518,0,Right Trigger
3,0,1,not tracked,is tracked,44.40027,0,Right Trigger
3,0,1,not tracked,is tracked,44.40523,0,Right Trigger
3,0,1,not tracked,is tracked,44.41066,0,Right Trigger
3,0,1,not tracked,is tracked,44.41622,0,Right Trigger
3,0,1,not tracked,is tracked,44.42151,0,Right Trigger
3,0,1,not tracked,is tracked,44.42664,0,Right Trigger
3,0,1,not tracked,is tracked,44.43189,0,Right Trigger
3,0,1,not tracked,is tracked,44.43719,0,Right Trigger
3,0,1,not tracked,is tracked,44.44236,0,Right Trigger
3,0,1,not tracked,is tracked,44.44776,0,Right Trigger
3,0,1,not tracked,is tracked,44.45321,0,Right Trigger
3,0,1,not tracked,is tracked,44.45876,0,Right Trigger
3,0,1,not tracked,is tracked,44.46777,0,Right Trigger
3,0,1,not tracked,is tracked,44.47337,0,Right Trigger
3,0,1,not tracked,is tracked,44.47908,0,Right Trigger
3,0,1,not tracked,is tracked,44.48411,0,Right Trigger
3,0,1,not tracked,is tracked,44.48983,0,Right Trigger
3,0,1,not tracked,is tracked,44.49519,0,Right Trigger
3,0,1,not tracked,is tracked,44.50013,0,Right Trigger
3,0,1,not tracked,is tracked,44.50519,0,Right Trigger
3,0,1,not tracked,is tracked,44.5109,0,Right Trigger
3,0,1,not tracked,is tracked,44.51581,0,Right Trigger
3,0,1,not tracked,is tracked,44.52066,0,Right Trigger
3,0,1,not tracked,is tracked,44.52584,0,Right Trigger
3,0,1,not tracked,is tracked,44.53127,0,Right Trigger
3,0,1,not tracked,is tracked,44.53618,0,Right Trigger
3,0,1,not tracked,is tracked,44.54147,0,Right Trigger
3,0,1,not tracked,is tracked,44.54657,0,Right Trigger
3,0,1,not tracked,is tracked,44.55177,0,Right Trigger
3,0,1,not tracked,is tracked,44.55668,0,Right Trigger
3,0,1,not tracked,is tracked,44.56223,0,Right Trigger
3,0,1,not tracked,is tracked,44.56826,0,Right Trigger
3,0,1,not tracked,is tracked,44.57312,0,Right Trigger
3,0,1,not tracked,is tracked,44.57829,0,Right Trigger
3,0,1,not tracked,is tracked,44.58328,0,Right Trigger
3,0,1,not tracked,is tracked,44.58874,0,Right Trigger
3,0,1,not tracked,is tracked,44.5937,0,Right Trigger
3,0,1,not tracked,is tracked,44.59883,0,Right Trigger
3,0,1,not tracked,is tracked,44.60387,0,Right Trigger
3,0,1,not tracked,is tracked,44.60949,0,Right Trigger
3,0,1,not tracked,is tracked,44.61497,0,Right Trigger
3,0,1,not tracked,is tracked,44.62025,0,Right Trigger
3,0,1,not tracked,is tracked,44.62528,0,Right Trigger
3,0,1,not tracked,is tracked,44.63057,0,Right Trigger
3,0,1,not tracked,is tracked,44.6357,0,Right Trigger
3,0,1,not tracked,is tracked,44.64107,0,Right Trigger
3,0,1,not tracked,is tracked,44.64598,0,Right Trigger
3,0,1,not tracked,is tracked,44.65123,0,Right Trigger
3,0,1,not tracked,is tracked,44.6564,0,Right Trigger
3,0,1,not tracked,is tracked,44.66155,0,Right Trigger
3,0,1,not tracked,is tracked,44.66657,0,Right Trigger
3,0,1,not tracked,is tracked,44.67234,0,Right Trigger
3,0,1,not tracked,is tracked,44.67749,0,Right Trigger
3,0,1,not tracked,is tracked,44.68245,0,Right Trigger
3,0,1,not tracked,is tracked,44.68814,0,Right Trigger
3,0,1,not tracked,is tracked,44.69363,0,Right Trigger
3,0,1,not tracked,is tracked,44.6991,0,Right Trigger
3,0,1,not tracked,is tracked,44.70433,0,Right Trigger
3,0,1,not tracked,is tracked,44.70995,0,Right Trigger
3,0,1,not tracked,is tracked,44.71523,0,Right Trigger
3,0,1,not tracked,is tracked,44.72122,0,Right Trigger
3,0,1,not tracked,is tracked,44.7264,0,Right Trigger
3,0,1,not tracked,is tracked,44.73204,0,Right Trigger
3,0,1,not tracked,is tracked,44.73746,0,Right Trigger
3,0,1,not tracked,is tracked,44.74276,0,Right Trigger
3,0,1,not tracked,is tracked,44.74795,0,Right Trigger
3,0,1,not tracked,is tracked,44.75336,0,Right Trigger
3,0,1,not tracked,is tracked,44.75847,0,Right Trigger
3,0,1,not tracked,is tracked,44.76355,0,Right Trigger
3,0,1,not tracked,is tracked,44.76872,0,Right Trigger
3,0,1,not tracked,is tracked,44.77403,0,Right Trigger
3,0,1,not tracked,is tracked,44.7791,0,Right Trigger
3,0,1,not tracked,is tracked,44.784,0,Right Trigger
3,0,1,not tracked,is tracked,44.78962,0,Right Trigger
3,0,1,not tracked,is tracked,44.79475,0,Right Trigger
3,0,1,not tracked,is tracked,44.79995,0,Right Trigger
3,0,1,not tracked,is tracked,44.80519,0,Right Trigger
3,0,1,not tracked,is tracked,44.81068,0,Right Trigger
3,0,1,not tracked,is tracked,44.81552,0,Right Trigger
3,0,1,not tracked,is tracked,44.82043,0,Right Trigger
3,0,1,not tracked,is tracked,44.82567,0,Right Trigger
3,0,1,not tracked,is tracked,44.83104,0,Right Trigger
3,0,1,not tracked,is tracked,44.83599,0,Right Trigger
3,0,1,not tracked,is tracked,44.84082,0,Right Trigger
3,0,1,not tracked,is tracked,44.84599,0,Right Trigger
3,0,1,not tracked,is tracked,44.8518,0,Right Trigger
3,0,1,not tracked,is tracked,44.85688,0,Right Trigger
3,0,1,not tracked,is tracked,44.86213,0,Right Trigger
3,0,1,not tracked,is tracked,44.86746,0,Right Trigger
3,0,1,not tracked,is tracked,44.87295,0,Right Trigger
3,0,1,not tracked,is tracked,44.87846,0,Right Trigger
3,0,1,not tracked,is tracked,44.88375,0,Right Trigger
3,0,1,not tracked,is tracked,44.88925,0,Right Trigger
3,0,1,not tracked,is tracked,44.89472,0,Right Trigger
3,0,1,not tracked,is tracked,44.89977,0,Right Trigger
3,0,1,not tracked,is tracked,44.90463,0,Right Trigger
3,0,1,not tracked,is tracked,44.91085,0,Right Trigger
3,0,1,not tracked,is tracked,44.91596,0,Right Trigger
3,0,1,not tracked,is tracked,44.92102,0,Right Trigger
3,0,1,not tracked,is tracked,44.92636,0,Right Trigger
3,0,1,not tracked,is tracked,44.9317,0,Right Trigger
3,0,1,not tracked,is tracked,44.93665,0,Right Trigger
3,0,1,not tracked,is tracked,44.94153,0,Right Trigger
3,0,1,not tracked,is tracked,44.94675,0,Right Trigger
3,0,1,not tracked,is tracked,44.95221,0,Right Trigger
3,0,1,not tracked,is tracked,44.9571,0,Right Trigger
3,0,1,not tracked,is tracked,44.96207,0,Right Trigger
3,0,1,not tracked,is tracked,44.96764,0,Right Trigger
3,0,1,not tracked,is tracked,44.97255,0,Right Trigger
3,0,1,not tracked,is tracked,44.97754,0,Right Trigger
3,0,1,not tracked,is tracked,44.98241,0,Right Trigger
3,0,1,not tracked,is tracked,44.98781,0,Right Trigger
3,0,1,not tracked,is tracked,44.99313,0,Right Trigger
3,0,1,not tracked,is tracked,44.99791,0,Right Trigger
